"NG_TH_ID","TH_ID","NG_ID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"NG04_TH02412","TH02412","NG04","INdira Gandhi","https://groups.google.com./g/net.politics/c/-DHhjxW93lg",1984-12-17,2,"netpolitics"
"NG04_TH02411","TH02411","NG04","How about helping our own","https://groups.google.com./g/net.politics/c/-j8-kQr0AC0",1984-12-17,5,"netpolitics"
"NG04_TH02410","TH02410","NG04","Everything you wanted to know about the ""kremvax affair.""","https://groups.google.com./g/net.politics/c/AAPBHG9hZsM",1984-12-17,1,"netpolitics"
"NG04_TH02409","TH02409","NG04","Net Libertarianism","https://groups.google.com./g/net.politics/c/X_xXrBFEGVs",1984-12-17,1,"netpolitics"
"NG04_TH02408","TH02408","NG04","U.S. Congress Voted for Complete Irish Independence","https://groups.google.com./g/net.politics/c/TQMDLXV3o8M",1984-12-17,4,"netpolitics"
"NG04_TH02407","TH02407","NG04","Media bias","https://groups.google.com./g/net.politics/c/BSlT6Ouy84Y",1984-12-17,7,"netpolitics"
"NG04_TH02406","TH02406","NG04","Reagan propaganda","https://groups.google.com./g/net.politics/c/WBf1BzrMNPA",1984-12-16,2,"netpolitics"
"NG04_TH02405","TH02405","NG04","when does life begin","https://groups.google.com./g/net.politics/c/rFVQwAVysr0",1984-12-16,1,"netpolitics"
"NG04_TH02404","TH02404","NG04","Southern Poverty Legal Center / Klanwatch Project","https://groups.google.com./g/net.politics/c/c-DrO3-VbCg",1984-12-16,1,"netpolitics"
"NG04_TH02403","TH02403","NG04","LP platform - announcement","https://groups.google.com./g/net.politics/c/lkNubDuhElU",1984-12-16,30,"netpolitics"
"NG04_TH02402","TH02402","NG04","The real issue about nuclear weapons","https://groups.google.com./g/net.politics/c/9B0JL1VqmhQ",1984-12-15,14,"netpolitics"
"NG04_TH02401","TH02401","NG04","Mk Nuke War Obsolete for 0","https://groups.google.com./g/net.politics/c/QJPdpIghe0A",1984-12-15,1,"netpolitics"
"NG04_TH02400","TH02400","NG04","Innuendos and Facts","https://groups.google.com./g/net.politics/c/nBYbDJlxMsk",1984-12-15,3,"netpolitics"
"NG04_TH02399","TH02399","NG04","a CONSISTENT libertarian speaks out","https://groups.google.com./g/net.politics/c/8zn9DgLir3g",1984-12-14,3,"netpolitics"
"NG04_TH02398","TH02398","NG04","Bob Geldorf is my new hero!!","https://groups.google.com./g/net.politics/c/N85-2j2K46M",1984-12-14,2,"netpolitics"
"NG04_TH02397","TH02397","NG04","libertarianism fundamentals; ... and may the best idea win!","https://groups.google.com./g/net.politics/c/c0lG5ft7JXU",1984-12-14,2,"netpolitics"
"NG04_TH02396","TH02396","NG04","Obituary","https://groups.google.com./g/net.politics/c/WVYRaJM9Gk4",1984-12-13,18,"netpolitics"
"NG04_TH02395","TH02395","NG04","Voter turnout in US","https://groups.google.com./g/net.politics/c/afRYpitUEZg",1984-12-12,5,"netpolitics"
"NG04_TH02394","TH02394","NG04","Itch No Myth","https://groups.google.com./g/net.politics/c/rvDF9wh_JOc",1984-12-12,1,"netpolitics"
"NG04_TH02393","TH02393","NG04","A fresh new supply of organs!","https://groups.google.com./g/net.politics/c/uuypbkDR464",1984-12-12,8,"netpolitics"
"NG04_TH02392","TH02392","NG04","Education of creationists' children","https://groups.google.com./g/net.politics/c/cxSne0pMKgw",1984-12-11,14,"netpolitics"
"NG04_TH02391","TH02391","NG04","Central America","https://groups.google.com./g/net.politics/c/yOX_Swh2k-Q",1984-12-11,2,"netpolitics"
"NG04_TH02390","TH02390","NG04","yet another yet another bumper sticker","https://groups.google.com./g/net.politics/c/DJHsGQ9-cZk",1984-12-11,1,"netpolitics"
"NG04_TH02389","TH02389","NG04","The Speech Reagan Didn't Give On Election Eve","https://groups.google.com./g/net.politics/c/wpZO1oBPpUA",1984-12-11,3,"netpolitics"
"NG04_TH02388","TH02388","NG04","the defense industry and the graduating engineer.","https://groups.google.com./g/net.politics/c/x5g4zAXJfuA",1984-12-11,3,"netpolitics"
"NG04_TH02387","TH02387","NG04","New York Times Flames Thatcher on Northern Ireland: Part II","https://groups.google.com./g/net.politics/c/est2W4E-pGc",1984-12-11,1,"netpolitics"
"NG04_TH02386","TH02386","NG04","New York Times Flames Thatcher on Northern Ireland: Part I","https://groups.google.com./g/net.politics/c/khiXrBSYXAk",1984-12-11,1,"netpolitics"
"NG04_TH02385","TH02385","NG04","Pastoral letter on women","https://groups.google.com./g/net.politics/c/Xl-p_0LeInM",1984-12-11,2,"netpolitics"
"NG04_TH02384","TH02384","NG04","Comments on Libertarianism","https://groups.google.com./g/net.politics/c/5OF3GnrLTUc",1984-12-11,2,"netpolitics"
"NG04_TH02383","TH02383","NG04","teaching evolution","https://groups.google.com./g/net.politics/c/KBenfieKoss",1984-12-10,1,"netpolitics"
"NG04_TH02382","TH02382","NG04","a non fallacy","https://groups.google.com./g/net.politics/c/XFLZdUT3gyE",1984-12-10,2,"netpolitics"
"NG04_TH02381","TH02381","NG04","Comment on war in three countries.","https://groups.google.com./g/net.politics/c/5DsFtS9gFlw",1984-12-10,2,"netpolitics"
"NG04_TH02380","TH02380","NG04","Abortion and Capital Punishment","https://groups.google.com./g/net.politics/c/1zpJ-whqHt0",1984-12-10,40,"netpolitics"
"NG04_TH02379","TH02379","NG04","LP platform - second half","https://groups.google.com./g/net.politics/c/HYnxtrbrDrk",1984-12-10,1,"netpolitics"
"NG04_TH02378","TH02378","NG04","LP platform - first half","https://groups.google.com./g/net.politics/c/j6Haw-_OOTw",1984-12-10,1,"netpolitics"
"NG04_TH02377","TH02377","NG04","""Free"" education - comment to Laura Creighton","https://groups.google.com./g/net.politics/c/RL_b6ESI_S8",1984-12-10,1,"netpolitics"
"NG04_TH02376","TH02376","NG04","Ethiopia","https://groups.google.com./g/net.politics/c/aRP2gZV3nss",1984-12-09,3,"netpolitics"
"NG04_TH02375","TH02375","NG04","more on the distribution of wealth in US","https://groups.google.com./g/net.politics/c/wqAFBg3nQnY",1984-12-09,1,"netpolitics"
"NG04_TH02374","TH02374","NG04","disjointed armys","https://groups.google.com./g/net.politics/c/a8SQ0XTnkdQ",1984-12-09,2,"netpolitics"
"NG04_TH02373","TH02373","NG04","Orphaned Response - (nf)","https://groups.google.com./g/net.politics/c/8OELTQNOhJ0",1984-12-09,17,"netpolitics"
"NG04_TH02372","TH02372","NG04","Those Marksist-Lennonist Sandanistas","https://groups.google.com./g/net.politics/c/TKW9yXCMa-Y",1984-12-08,1,"netpolitics"
"NG04_TH02371","TH02371","NG04","Forty-three years ago.","https://groups.google.com./g/net.politics/c/MrC1_btkRAI",1984-12-08,1,"netpolitics"
"NG04_TH02370","TH02370","NG04","Reagan's Defense Spending/Getting left out","https://groups.google.com./g/net.politics/c/kz9UT5FG74M",1984-12-08,2,"netpolitics"
"NG04_TH02369","TH02369","NG04","education","https://groups.google.com./g/net.politics/c/5y5QGnAxPR0",1984-12-07,12,"netpolitics"
"NG04_TH02368","TH02368","NG04","Reagan and the Euromissiles.","https://groups.google.com./g/net.politics/c/XjOsSTLnMvU",1984-12-07,1,"netpolitics"
"NG04_TH02367","TH02367","NG04","robber barons","https://groups.google.com./g/net.politics/c/enSM5KTqcIE",1984-12-07,2,"netpolitics"
"NG04_TH02366","TH02366","NG04","7X difference on weapons??","https://groups.google.com./g/net.politics/c/NqVFVKqNe9M",1984-12-07,6,"netpolitics"
"NG04_TH02365","TH02365","NG04","The WSJ on Reaganomics","https://groups.google.com./g/net.politics/c/RyjbfXE4Wsw",1984-12-07,18,"netpolitics"
"NG04_TH02364","TH02364","NG04","What is a Nicaragua?","https://groups.google.com./g/net.politics/c/rAD04ZDhJxg",1984-12-07,5,"netpolitics"
"NG04_TH02363","TH02363","NG04","the economics of oligopolies - response to Tim Sevener","https://groups.google.com./g/net.politics/c/A-aIekxyLg8",1984-12-07,1,"netpolitics"
"NG04_TH02362","TH02362","NG04","New book out","https://groups.google.com./g/net.politics/c/8BCzoOQ-VSE",1984-12-07,1,"netpolitics"
"NG04_TH02361","TH02361","NG04","Bastille... actually about gun control","https://groups.google.com./g/net.politics/c/X8XT3uj4LZ0",1984-12-07,2,"netpolitics"
"NG04_TH02360","TH02360","NG04","rueness competition?","https://groups.google.com./g/net.politics/c/_8LCb_Y51ME",1984-12-07,2,"netpolitics"
"NG04_TH02359","TH02359","NG04","A Vote for Mondale","https://groups.google.com./g/net.politics/c/BhxDJfGagJw",1984-12-07,25,"netpolitics"
"NG04_TH02358","TH02358","NG04","Orphaned Response","https://groups.google.com./g/net.politics/c/j7DyL7j3OoE",1984-12-07,1,"netpolitics"
"NG04_TH02357","TH02357","NG04","Still more holes in libertarianism","https://groups.google.com./g/net.politics/c/aFUmXAnFN6I",1984-12-07,1,"netpolitics"
"NG04_TH02356","TH02356","NG04","A non-hostile question for Libertari","https://groups.google.com./g/net.politics/c/pOs5Wx1mFkA",1984-12-07,1,"netpolitics"
"NG04_TH02355","TH02355","NG04","Bastille mentality alive and well in USA","https://groups.google.com./g/net.politics/c/pCrTa8AI3F4",1984-12-07,27,"netpolitics"
"NG04_TH02354","TH02354","NG04","a monopoly","https://groups.google.com./g/net.politics/c/ewWhvCyA15g",1984-12-06,1,"netpolitics"
"NG04_TH02353","TH02353","NG04","A fresh new supply of organs","https://groups.google.com./g/net.politics/c/VoWo_1FihNQ",1984-12-06,1,"netpolitics"
"NG04_TH02352","TH02352","NG04","Free ed, an answer to Bob","https://groups.google.com./g/net.politics/c/HMtaLPLx-qU",1984-12-06,1,"netpolitics"
"NG04_TH02351","TH02351","NG04","3rd world savages!","https://groups.google.com./g/net.politics/c/XkytW01EAY4",1984-12-06,18,"netpolitics"
"NG04_TH02350","TH02350","NG04","Big Brother is knocking","https://groups.google.com./g/net.politics/c/vHIFZxdnCjo",1984-12-06,1,"netpolitics"
"NG04_TH02349","TH02349","NG04","Huns and Vandals","https://groups.google.com./g/net.politics/c/u7_Shj9JtZw",1984-12-06,1,"netpolitics"
"NG04_TH02348","TH02348","NG04","Have I got a deal for you!","https://groups.google.com./g/net.politics/c/NGtB3gdypSw",1984-12-06,1,"netpolitics"
"NG04_TH02347","TH02347","NG04","Those Crates","https://groups.google.com./g/net.politics/c/nFsX93W6SXo",1984-12-06,4,"netpolitics"
"NG04_TH02346","TH02346","NG04","A response to Shawn P. Daly's response to a Mondale supporter","https://groups.google.com./g/net.politics/c/3d-GyzMfAcU",1984-12-06,2,"netpolitics"
"NG04_TH02345","TH02345","NG04","Boy, is net.politics busy these days...","https://groups.google.com./g/net.politics/c/JDXV9qbtT2g",1984-12-04,8,"netpolitics"
"NG04_TH02344","TH02344","NG04","Immigrants (""illegal aliens"") in the U.S.","https://groups.google.com./g/net.politics/c/gzlOIIeiLXA",1984-12-05,2,"netpolitics"
"NG04_TH02343","TH02343","NG04","Free education","https://groups.google.com./g/net.politics/c/m_7Dzd5ti7M",1984-12-05,2,"netpolitics"
"NG04_TH02342","TH02342","NG04","Media bias","https://groups.google.com./g/net.politics/c/aAAIEcpL0Qk",1984-12-04,1,"netpolitics"
"NG04_TH02341","TH02341","NG04","Disparity in US vs Soviet weapons spending","https://groups.google.com./g/net.politics/c/LxsYctEskjM",1984-12-04,2,"netpolitics"
"NG04_TH02340","TH02340","NG04","Those Marksist-Lennonist Sandanistas","https://groups.google.com./g/net.politics/c/giuCqzuykKY",1984-12-04,1,"netpolitics"
"NG04_TH02339","TH02339","NG04","Disasters in India","https://groups.google.com./g/net.politics/c/SAMrzht3tE0",1984-12-04,1,"netpolitics"
"NG04_TH02338","TH02338","NG04","libertarianism VS economic reality","https://groups.google.com./g/net.politics/c/0Hb-He0iw4o",1984-12-04,9,"netpolitics"
"NG04_TH02337","TH02337","NG04","Bastille... actually about gun control","https://groups.google.com./g/net.politics/c/3qVX9GcFmls",1984-12-04,1,"netpolitics"
"NG04_TH02336","TH02336","NG04","Tennessee Master Plan (Query)","https://groups.google.com./g/net.politics/c/mucXx64E-Ck",1984-12-03,1,"netpolitics"
"NG04_TH02335","TH02335","NG04","Ronald Reagan","https://groups.google.com./g/net.politics/c/2r5CPRyZzug",1984-12-03,2,"netpolitics"
"NG04_TH02334","TH02334","NG04","Laws Nobody Obeys","https://groups.google.com./g/net.politics/c/P4YB7dXnQas",1984-12-03,25,"netpolitics"
"NG04_TH02333","TH02333","NG04","hated cults","https://groups.google.com./g/net.politics/c/1OWssUb_Kvs",1984-12-03,1,"netpolitics"
"NG04_TH02332","TH02332","NG04","Viet Nam Atrocities","https://groups.google.com./g/net.politics/c/5odRlkjxTc0",1984-12-03,2,"netpolitics"
"NG04_TH02331","TH02331","NG04","Dark Ages","https://groups.google.com./g/net.politics/c/aIOD_300CPI",1984-12-03,3,"netpolitics"
"NG04_TH02330","TH02330","NG04","Reagan's re-election","https://groups.google.com./g/net.politics/c/2GzT3qKNdYs",1984-12-03,9,"netpolitics"
"NG04_TH02329","TH02329","NG04","A response to Shawn P. Daly's response to a Mondale supporter","https://groups.google.com./g/net.politics/c/AyY9CDJHdJE",1984-12-03,1,"netpolitics"
"NG04_TH02328","TH02328","NG04","What is society","https://groups.google.com./g/net.politics/c/hITr7KhWTiQ",1984-12-03,1,"netpolitics"
"NG04_TH02327","TH02327","NG04","BYE FRITZ","https://groups.google.com./g/net.politics/c/dqTSWZ2Ouys",1984-12-03,7,"netpolitics"
"NG04_TH02326","TH02326","NG04","American press and American foreign policy","https://groups.google.com./g/net.politics/c/LSPBa33QKTM",1984-12-03,1,"netpolitics"
"NG04_TH02325","TH02325","NG04","Government waste","https://groups.google.com./g/net.politics/c/3OC79d8TdO4",1984-12-03,35,"netpolitics"
"NG04_TH02324","TH02324","NG04","a monopoly","https://groups.google.com./g/net.politics/c/Y6rf62NEMU4",1984-12-03,1,"netpolitics"
"NG04_TH02323","TH02323","NG04","Libertarians, enjoy!!","https://groups.google.com./g/net.politics/c/IGthOc9QVsc",1984-12-03,1,"netpolitics"
"NG04_TH02322","TH02322","NG04","More on the 'benefits' of imperialism","https://groups.google.com./g/net.politics/c/CZGgp7khYBE",1984-12-03,1,"netpolitics"
"NG04_TH02321","TH02321","NG04","Ronald Reagan's Homophobic Career: VIII","https://groups.google.com./g/net.politics/c/RxVm6EwWtOY",1984-12-03,9,"netpolitics"
"NG04_TH02320","TH02320","NG04","the futility of measuring utility","https://groups.google.com./g/net.politics/c/ULwyQHiE0Rc",1984-12-02,1,"netpolitics"
"NG04_TH02319","TH02319","NG04","doublespeak awards","https://groups.google.com./g/net.politics/c/GNXrUmkOFbE",1984-12-02,3,"netpolitics"
"NG04_TH02318","TH02318","NG04","roads","https://groups.google.com./g/net.politics/c/lvKnMEmb_fg",1984-12-02,2,"netpolitics"
"NG04_TH02317","TH02317","NG04","why not?","https://groups.google.com./g/net.politics/c/YxKp2JH309o",1984-12-02,2,"netpolitics"
"NG04_TH02316","TH02316","NG04","Orphaned Response","https://groups.google.com./g/net.politics/c/DI6G6_nsSI4",1984-12-02,1,"netpolitics"
"NG04_TH02315","TH02315","NG04","Get me to ""ground-zero"", fast!","https://groups.google.com./g/net.politics/c/7Or4YtcKErU",1984-12-02,2,"netpolitics"
"NG04_TH02314","TH02314","NG04","Voter Turnout in Botswana","https://groups.google.com./g/net.politics/c/2Y04ojs5dUI",1984-12-01,1,"netpolitics"
"NG04_TH02313","TH02313","NG04","tough issues have many sides","https://groups.google.com./g/net.politics/c/fhFm7Wzk2Bg",1984-12-01,3,"netpolitics"
"NG04_TH02312","TH02312","NG04","A non-hostile question for Libertarians -- for once","https://groups.google.com./g/net.politics/c/FqT-3p-Qg2I",1984-12-01,2,"netpolitics"
"NG04_TH02311","TH02311","NG04","want government?","https://groups.google.com./g/net.politics/c/9iApG91vZf4",1984-11-30,1,"netpolitics"
"NG04_TH02310","TH02310","NG04","Libertarians on the ballot","https://groups.google.com./g/net.politics/c/u5aLItuhQ-I",1984-11-30,1,"netpolitics"
"NG04_TH02309","TH02309","NG04","SURVEY SURVEY SURVEY","https://groups.google.com./g/net.politics/c/7-C_iRLC6do",1984-11-30,1,"netpolitics"
"NG04_TH02308","TH02308","NG04","Abortion, Murder, Gullibility","https://groups.google.com./g/net.politics/c/5T5DgvmRUB8",1984-11-30,1,"netpolitics"
"NG04_TH02307","TH02307","NG04","Those Crates Again","https://groups.google.com./g/net.politics/c/6KpPDRAnYWI",1984-11-30,3,"netpolitics"
"NG04_TH02306","TH02306","NG04","Your tax dollars at work in Nicaragua","https://groups.google.com./g/net.politics/c/50olAtk-T5o",1984-11-29,1,"netpolitics"
"NG04_TH02305","TH02305","NG04","Closed Eyes to the raping of a nation (make it two)","https://groups.google.com./g/net.politics/c/lbHuNnL4d50",1984-11-29,1,"netpolitics"
"NG04_TH02304","TH02304","NG04","Comments on the Libertarian plat","https://groups.google.com./g/net.politics/c/4Gcb501ScVY",1984-11-29,2,"netpolitics"
"NG04_TH02303","TH02303","NG04","Closed Eyes to the raping of a nation.","https://groups.google.com./g/net.politics/c/2reRXjYQOyA",1984-11-29,2,"netpolitics"
"NG04_TH02302","TH02302","NG04","those crates","https://groups.google.com./g/net.politics/c/krWtRzieIsk",1984-11-29,1,"netpolitics"
"NG04_TH02301","TH02301","NG04","libertarian army","https://groups.google.com./g/net.politics/c/W8aXiGNmA9U",1984-11-29,2,"netpolitics"
"NG04_TH02300","TH02300","NG04","poor starving people","https://groups.google.com./g/net.politics/c/33HaxtTqFJo",1984-11-28,1,"netpolitics"
"NG04_TH02299","TH02299","NG04","On peace and weapons","https://groups.google.com./g/net.politics/c/zjgyB3UYMV8",1984-11-28,3,"netpolitics"
"NG04_TH02298","TH02298","NG04","...free press <> impartial press","https://groups.google.com./g/net.politics/c/1vtPuFY9Iyg",1984-11-28,2,"netpolitics"
"NG04_TH02297","TH02297","NG04","(Re:)* Reagan's re-election","https://groups.google.com./g/net.politics/c/yxRWm20hK68",1984-11-28,3,"netpolitics"
"NG04_TH02296","TH02296","NG04","Oh, Bliss!","https://groups.google.com./g/net.politics/c/QiXTlePLLOk",1984-11-28,1,"netpolitics"
"NG04_TH02295","TH02295","NG04","not.moral","https://groups.google.com./g/net.politics/c/3T6Il2xWUb4",1984-11-28,1,"netpolitics"
"NG04_TH02294","TH02294","NG04","Closed eyes to the raping of a nation","https://groups.google.com./g/net.politics/c/zJIs4pQL-Pk",1984-11-27,7,"netpolitics"
"NG04_TH02293","TH02293","NG04","Scandalously honorable Studds supported.","https://groups.google.com./g/net.politics/c/4HvKYzBb7Y8",1984-11-27,1,"netpolitics"
"NG04_TH02292","TH02292","NG04","A combo YABS","https://groups.google.com./g/net.politics/c/FhU6Xre4K5U",1984-11-27,1,"netpolitics"
"NG04_TH02291","TH02291","NG04","""Gay Rights""","https://groups.google.com./g/net.politics/c/6MGuz4PCsP8",1984-11-27,4,"netpolitics"
"NG04_TH02290","TH02290","NG04","Those crates","https://groups.google.com./g/net.politics/c/yE_xuXl652k",1984-11-27,1,"netpolitics"
"NG04_TH02289","TH02289","NG04","I have returned","https://groups.google.com./g/net.politics/c/Ql3yRHIx0ug",1984-11-26,1,"netpolitics"
"NG04_TH02288","TH02288","NG04","Government, who is it for?","https://groups.google.com./g/net.politics/c/ksLPFTth8wg",1984-11-26,3,"netpolitics"
"NG04_TH02287","TH02287","NG04","A Modest Proposal","https://groups.google.com./g/net.politics/c/IA4dmV66Z80",1984-11-26,3,"netpolitics"
"NG04_TH02286","TH02286","NG04","Pot Use revised upwards","https://groups.google.com./g/net.politics/c/Kk5W-R8nh2g",1984-11-26,2,"netpolitics"
"NG04_TH02285","TH02285","NG04","A Fact for Milo!","https://groups.google.com./g/net.politics/c/hzwEj6a06P8",1984-11-25,11,"netpolitics"
"NG04_TH02284","TH02284","NG04","Moral Majority","https://groups.google.com./g/net.politics/c/fAfOLATNTM4",1984-11-25,2,"netpolitics"
"NG04_TH02283","TH02283","NG04","KSG Institute of Politics Forum: Nov. 28, Wed.","https://groups.google.com./g/net.politics/c/EXnUOtN_GUY",1984-11-25,1,"netpolitics"
"NG04_TH02282","TH02282","NG04","measuring VS? comparing freedom","https://groups.google.com./g/net.politics/c/kMjFLYsLOTU",1984-11-25,1,"netpolitics"
"NG04_TH02281","TH02281","NG04","Pareto efficiency -- comments","https://groups.google.com./g/net.politics/c/LS4139Vvz-A",1984-11-25,1,"netpolitics"
"NG04_TH02280","TH02280","NG04","Orphaned Response - (nf)","https://groups.google.com./g/net.politics/c/93Qa-dKbe2o",1984-11-25,1,"netpolitics"
"NG04_TH02279","TH02279","NG04","New Trend in Warfare :-)","https://groups.google.com./g/net.politics/c/mJy5n_IkDxE",1984-11-23,1,"netpolitics"
"NG04_TH02278","TH02278","NG04","Libertarianism","https://groups.google.com./g/net.politics/c/ZQ6WYCEdyI8",1984-11-23,1,"netpolitics"
"NG04_TH02277","TH02277","NG04","Catholic Pastoral Letter","https://groups.google.com./g/net.politics/c/jmltiCJrlWc",1984-11-22,6,"netpolitics"
"NG04_TH02276","TH02276","NG04","Get the abortion articles out of this newsgroup, DAMMIT!!!","https://groups.google.com./g/net.politics/c/aj_YI_X6kOQ",1984-11-22,1,"netpolitics"
"NG04_TH02275","TH02275","NG04","Congrats to the winning candidate's supporters","https://groups.google.com./g/net.politics/c/joo7anKpSU0",1984-11-22,5,"netpolitics"
"NG04_TH02274","TH02274","NG04","Want to escape Reagan? Try Canada","https://groups.google.com./g/net.politics/c/JEfm_Nnanu4",1984-11-22,1,"netpolitics"
"NG04_TH02273","TH02273","NG04","U.S. exports torture tools","https://groups.google.com./g/net.politics/c/h9IVeTA2Y5I",1984-11-21,4,"netpolitics"
"NG04_TH02272","TH02272","NG04","New Rightist Reaganite trounced in Massachusetts","https://groups.google.com./g/net.politics/c/FdKC5_MQfkE",1984-11-21,14,"netpolitics"
"NG04_TH02271","TH02271","NG04","Emergency Response Network","https://groups.google.com./g/net.politics/c/ooNxH2qBSoo",1984-11-20,2,"netpolitics"
"NG04_TH02270","TH02270","NG04","D. Brinkley, tax talk, and the WSJ","https://groups.google.com./g/net.politics/c/Yxqgvn7P2iQ",1984-11-20,1,"netpolitics"
"NG04_TH02269","TH02269","NG04","Vietnam Controversy","https://groups.google.com./g/net.politics/c/KAOndhUWqsk",1984-11-20,4,"netpolitics"
"NG04_TH02268","TH02268","NG04","miscellaneous (re Milo, Russ, <mike)","https://groups.google.com./g/net.politics/c/56Pa7vYP6T4",1984-11-20,1,"netpolitics"
"NG04_TH02267","TH02267","NG04","Ronald Reagan's homophobic career: addition","https://groups.google.com./g/net.politics/c/CWylJ1OOWG4",1984-11-19,1,"netpolitics"
"NG04_TH02266","TH02266","NG04","1st in _First World_ == first in savagery?","https://groups.google.com./g/net.politics/c/cE6bYUL2XZc",1984-11-19,1,"netpolitics"
"NG04_TH02265","TH02265","NG04","New Rightist Reaganite trounced","https://groups.google.com./g/net.politics/c/zcNla0vqz38",1984-11-19,1,"netpolitics"
"NG04_TH02264","TH02264","NG04","In Defense of Milo","https://groups.google.com./g/net.politics/c/Jz-2foltTfU",1984-11-19,2,"netpolitics"
"NG04_TH02263","TH02263","NG04","Grenada rescue & weakness","https://groups.google.com./g/net.politics/c/eOgtdx53k-Y",1984-11-19,16,"netpolitics"
"NG04_TH02262","TH02262","NG04","Napoleon on religion and politics","https://groups.google.com./g/net.politics/c/wnQo360pWyY",1984-11-18,5,"netpolitics"
"NG04_TH02261","TH02261","NG04","Read this book!","https://groups.google.com./g/net.politics/c/KYjdbNal6vU",1984-11-18,3,"netpolitics"
"NG04_TH02260","TH02260","NG04","Welcome to the 60's","https://groups.google.com./g/net.politics/c/ImKUubEdoT0",1984-11-18,1,"netpolitics"
"NG04_TH02259","TH02259","NG04","non-English Articles","https://groups.google.com./g/net.politics/c/kbfwZxXclMA",1984-11-18,2,"netpolitics"
"NG04_TH02258","TH02258","NG04","Private Security Firms and the L","https://groups.google.com./g/net.politics/c/sxezmqOmvWs",1984-11-17,2,"netpolitics"
"NG04_TH02257","TH02257","NG04","Fuzzy headed liberals","https://groups.google.com./g/net.politics/c/D-JjgrxuW60",1984-11-17,26,"netpolitics"
"NG04_TH02256","TH02256","NG04","starvation and freedom","https://groups.google.com./g/net.politics/c/aO8TlygtJjk",1984-11-17,1,"netpolitics"
"NG04_TH02255","TH02255","NG04","A Question for Libertarians","https://groups.google.com./g/net.politics/c/s93BM486W6g",1984-11-17,1,"netpolitics"
"NG04_TH02254","TH02254","NG04","markets too big for freedom?","https://groups.google.com./g/net.politics/c/lFCAOy3aaXg",1984-11-16,1,"netpolitics"
"NG04_TH02253","TH02253","NG04","Israel and Muslims","https://groups.google.com./g/net.politics/c/mpEgSXH77rc",1984-11-16,5,"netpolitics"
"NG04_TH02252","TH02252","NG04","Propriety.","https://groups.google.com./g/net.politics/c/VnlaqtAzkBw",1984-11-16,1,"netpolitics"
"NG04_TH02251","TH02251","NG04","Silkwood anniversary","https://groups.google.com./g/net.politics/c/W6HEcZFqZ8U",1984-11-16,2,"netpolitics"
"NG04_TH02250","TH02250","NG04","VAT","https://groups.google.com./g/net.politics/c/vpMPa0ePuho",1984-11-15,5,"netpolitics"
"NG04_TH02249","TH02249","NG04","'Majority' rule - (nf)","https://groups.google.com./g/net.politics/c/VvPKYlCTaHU",1984-11-15,1,"netpolitics"
"NG04_TH02248","TH02248","NG04","Weird","https://groups.google.com./g/net.politics/c/OEg-4wtVNJM",1984-11-14,4,"netpolitics"
"NG04_TH02247","TH02247","NG04","Empty silos vs mobile MX","https://groups.google.com./g/net.politics/c/g6CDtIRwiB8",1984-11-14,2,"netpolitics"
"NG04_TH02246","TH02246","NG04","Ronald Reagan's Homophobic Career","https://groups.google.com./g/net.politics/c/h_EAdo79dgg",1984-11-14,20,"netpolitics"
"NG04_TH02245","TH02245","NG04","Oregon Write-ins","https://groups.google.com./g/net.politics/c/GZXYdtZWPz8",1984-11-14,1,"netpolitics"
"NG04_TH02244","TH02244","NG04","Final Presidential Poll Results","https://groups.google.com./g/net.politics/c/rKEhNxazX6U",1984-11-14,8,"netpolitics"
"NG04_TH02243","TH02243","NG04","American hostages in Lebanon","https://groups.google.com./g/net.politics/c/MbU06VCbBsU",1984-11-14,2,"netpolitics"
"NG04_TH02242","TH02242","NG04","Reposting of: Reagan ties to LaRouche","https://groups.google.com./g/net.politics/c/WhrpYHAwBtU",1984-11-13,1,"netpolitics"
"NG04_TH02241","TH02241","NG04","A Question for Libertarians","https://groups.google.com./g/net.politics/c/PFloustLCkY",1984-11-13,4,"netpolitics"
"NG04_TH02240","TH02240","NG04","ludicrous economics","https://groups.google.com./g/net.politics/c/Ud7-XiYZut0",1984-11-13,1,"netpolitics"
"NG04_TH02239","TH02239","NG04","Interesting Article","https://groups.google.com./g/net.politics/c/jaTMsPnHjfM",1984-11-13,2,"netpolitics"
"NG04_TH02238","TH02238","NG04","those funny white lines","https://groups.google.com./g/net.politics/c/rIkOh5MCEvs",1984-11-13,2,"netpolitics"
"NG04_TH02237","TH02237","NG04","Pareto Efficiency","https://groups.google.com./g/net.politics/c/EB_HHhrkFxU",1984-11-13,2,"netpolitics"
"NG04_TH02236","TH02236","NG04","Waste and Taxes","https://groups.google.com./g/net.politics/c/lDJjQSvR0DM",1984-11-12,1,"netpolitics"
"NG04_TH02235","TH02235","NG04","""No more taxes"" Reagan?","https://groups.google.com./g/net.politics/c/LtNGikm1Jkk",1984-11-12,4,"netpolitics"
"NG04_TH02234","TH02234","NG04","grenada and the ussr","https://groups.google.com./g/net.politics/c/Ypb_-h7bdDE",1984-11-12,2,"netpolitics"
"NG04_TH02233","TH02233","NG04","Welcome to the '60s","https://groups.google.com./g/net.politics/c/J85Zf_fnBp0",1984-11-12,2,"netpolitics"
