"NG_TH_ID","TH_ID","NG_ID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"NG02_TH00567","TH00567","NG02","Houston area","https://groups.google.com./g/net.motss/c/Umeq8U7-t64",1984-12-30,1,"netmotss"
"NG02_TH00566","TH00566","NG02","Showtime's BROTHERS","https://groups.google.com./g/net.motss/c/VBKPXj0iIe4",1984-12-30,5,"netmotss"
"NG02_TH00565","TH00565","NG02","""The Mysterious Stranger"" -- a PBS special","https://groups.google.com./g/net.motss/c/5YK_ruyPTSY",1984-12-26,1,"netmotss"
"NG02_TH00564","TH00564","NG02","gays masquerading as heterosexuals","https://groups.google.com./g/net.motss/c/pGROayrhALg",1984-12-24,1,"netmotss"
"NG02_TH00563","TH00563","NG02","Anti-porn ordinance","https://groups.google.com./g/net.motss/c/CtHdu3tmprc",1984-12-21,1,"netmotss"
"NG02_TH00562","TH00562","NG02","Alcoholism, Christianity, and Effective Treatment","https://groups.google.com./g/net.motss/c/qFzAL-hoNLc",1984-12-21,1,"netmotss"
"NG02_TH00561","TH00561","NG02","Ronald Reagan's Homophobic Career: VI","https://groups.google.com./g/net.motss/c/UVRzYQIH-sU",1984-12-21,3,"netmotss"
"NG02_TH00560","TH00560","NG02","Homophobic Tales of Intrigue","https://groups.google.com./g/net.motss/c/5Vb9_eYWMN8",1984-12-21,1,"netmotss"
"NG02_TH00559","TH00559","NG02","Holidays for gays","https://groups.google.com./g/net.motss/c/qYqjvaWlqc4",1984-12-19,4,"netmotss"
"NG02_TH00558","TH00558","NG02","MTV Censorship of Bronski Beat","https://groups.google.com./g/net.motss/c/y2nVCQSMxFM",1984-12-19,4,"netmotss"
"NG02_TH00557","TH00557","NG02","scholarly article","https://groups.google.com./g/net.motss/c/mgpwIkyEHDc",1984-12-17,1,"netmotss"
"NG02_TH00556","TH00556","NG02","Latest in AIDS research","https://groups.google.com./g/net.motss/c/jB7rzOz6R3Q",1984-12-14,1,"netmotss"
"NG02_TH00555","TH00555","NG02","Bands & videos","https://groups.google.com./g/net.motss/c/Wa2YGwz2eSI",1984-12-14,1,"netmotss"
"NG02_TH00554","TH00554","NG02","parenting","https://groups.google.com./g/net.motss/c/DpFd8kF0NGg",1984-12-14,1,"netmotss"
"NG02_TH00553","TH00553","NG02","Biological basis for homosexuality","https://groups.google.com./g/net.motss/c/ddCmjxbEohc",1984-12-13,1,"netmotss"
"NG02_TH00552","TH00552","NG02","Biological basis for homosexuality?","https://groups.google.com./g/net.motss/c/DnGxx6JvULA",1984-12-13,14,"netmotss"
"NG02_TH00551","TH00551","NG02","Gay Roomate Needed (putting my feelers out)","https://groups.google.com./g/net.motss/c/pIxvtu5asJw",1984-12-12,1,"netmotss"
"NG02_TH00550","TH00550","NG02","Bad Weather Logings","https://groups.google.com./g/net.motss/c/qUdTgUPJO2U",1984-12-12,1,"netmotss"
"NG02_TH00549","TH00549","NG02","Hormones and the Brain","https://groups.google.com./g/net.motss/c/K3DRDxIpwlI",1984-12-12,2,"netmotss"
"NG02_TH00548","TH00548","NG02","POPL in New Orleans; forwarded posting","https://groups.google.com./g/net.motss/c/JYBSeoZNFVY",1984-12-11,1,"netmotss"
"NG02_TH00547","TH00547","NG02","Statistics on San Francisco homosexuals","https://groups.google.com./g/net.motss/c/BzROAuedoYw",1984-12-11,3,"netmotss"
"NG02_TH00546","TH00546","NG02","Jason On Hobbies","https://groups.google.com./g/net.motss/c/oR5lOGFGue8",1984-12-10,2,"netmotss"
"NG02_TH00545","TH00545","NG02","Re. The Rich/Ken Show.","https://groups.google.com./g/net.motss/c/XbVbI_j2i7k",1984-12-10,2,"netmotss"
"NG02_TH00544","TH00544","NG02","Perspective on homosexuality","https://groups.google.com./g/net.motss/c/-cuoMoZdlsY",1984-12-10,2,"netmotss"
"NG02_TH00543","TH00543","NG02","Visiting Santa Cruz, Bay Area and Bersekeley: what should I do?","https://groups.google.com./g/net.motss/c/x0zMU10Wf5s",1984-12-09,2,"netmotss"
"NG02_TH00542","TH00542","NG02","Other Ayn Rand Devotee's","https://groups.google.com./g/net.motss/c/yrrgIZ5coOs",1984-12-04,4,"netmotss"
"NG02_TH00541","TH00541","NG02","KEN: Thanks Rich! RICH: You're welcome!","https://groups.google.com./g/net.motss/c/ovHSVx0hkes",1984-12-03,3,"netmotss"
"NG02_TH00540","TH00540","NG02","Ronald Reagan's Homophobic Career: VIII","https://groups.google.com./g/net.motss/c/RxVm6EwWtOY",1984-12-03,9,"netmotss"
"NG02_TH00539","TH00539","NG02","Tolerance boosts the GNP","https://groups.google.com./g/net.motss/c/esIjRWkOBFU",1984-12-02,2,"netmotss"
"NG02_TH00538","TH00538","NG02","abetting discrimination","https://groups.google.com./g/net.motss/c/ZWliRuc4SgI",1984-12-01,5,"netmotss"
"NG02_TH00537","TH00537","NG02","No Flames, Just Thunder in the Phone Lines","https://groups.google.com./g/net.motss/c/W4_D_bY-kRA",1984-11-30,2,"netmotss"
"NG02_TH00536","TH00536","NG02","Keep'em Zipped up Boys","https://groups.google.com./g/net.motss/c/NN0wb2JIi-8",1984-11-30,1,"netmotss"
"NG02_TH00535","TH00535","NG02","""The masses not gay?""","https://groups.google.com./g/net.motss/c/B2OJVeiHGtU",1984-11-30,3,"netmotss"
"NG02_TH00534","TH00534","NG02","Sophie's choice!","https://groups.google.com./g/net.motss/c/K8kCTl3dy3E",1984-11-30,3,"netmotss"
"NG02_TH00533","TH00533","NG02","Job Rights For Gays (Good Reading!)","https://groups.google.com./g/net.motss/c/UBlTbwtAWYY",1984-11-29,2,"netmotss"
"NG02_TH00532","TH00532","NG02","net.rights proposal addition","https://groups.google.com./g/net.motss/c/ZAWaaY85Tqs",1984-11-29,2,"netmotss"
"NG02_TH00531","TH00531","NG02","net.rights proposal","https://groups.google.com./g/net.motss/c/GjAmcCXc7kY",1984-11-28,1,"netmotss"
"NG02_TH00530","TH00530","NG02","David Brunson, come on down","https://groups.google.com./g/net.motss/c/SNXbxzdZKAw",1984-11-28,7,"netmotss"
"NG02_TH00529","TH00529","NG02","Reverse Discrimination in the Arts","https://groups.google.com./g/net.motss/c/0Qpjf-OnLRY",1984-11-27,1,"netmotss"
"NG02_TH00528","TH00528","NG02","Scandalously honorable Studds supported.","https://groups.google.com./g/net.motss/c/4HvKYzBb7Y8",1984-11-27,1,"netmotss"
"NG02_TH00527","TH00527","NG02","Other Ayn Rand ""Devotee""","https://groups.google.com./g/net.motss/c/1GHt5GuLUgM",1984-11-27,1,"netmotss"
"NG02_TH00526","TH00526","NG02","""Gay Rights"" -- let them go to hell, it's not (yet) my problem","https://groups.google.com./g/net.motss/c/RJFRPx-Pgfw",1984-11-27,3,"netmotss"
"NG02_TH00525","TH00525","NG02","""Gay Rights""","https://groups.google.com./g/net.motss/c/EXDdRKjSTyg",1984-11-27,23,"netmotss"
"NG02_TH00524","TH00524","NG02","That does it, Brunson","https://groups.google.com./g/net.motss/c/-RU-cMAmnQI",1984-11-26,1,"netmotss"
"NG02_TH00523","TH00523","NG02","I've said it before and I'll say it again ...","https://groups.google.com./g/net.motss/c/8GRrnUfALZ4",1984-11-26,11,"netmotss"
"NG02_TH00522","TH00522","NG02","A question for the net, any thoughts/ideas","https://groups.google.com./g/net.motss/c/hGaayXdl8tU",1984-11-26,1,"netmotss"
"NG02_TH00521","TH00521","NG02","KSG Institute of Politics Forum: Nov. 28, Wed.","https://groups.google.com./g/net.motss/c/EXnUOtN_GUY",1984-11-25,1,"netmotss"
"NG02_TH00520","TH00520","NG02","Multiple Languages on Usenet","https://groups.google.com./g/net.motss/c/B8tMySA8FS0",1984-11-24,3,"netmotss"
"NG02_TH00519","TH00519","NG02","""The masses are . . . 'Almost Home'"" ???","https://groups.google.com./g/net.motss/c/6g4qfyiZLXo",1984-11-23,1,"netmotss"
"NG02_TH00518","TH00518","NG02","abetting discrimination (taking ""fruits"" off contracts)","https://groups.google.com./g/net.motss/c/SXI71It4Zec",1984-11-23,2,"netmotss"
"NG02_TH00517","TH00517","NG02","New Rightist Reaganite trounced in Massachusetts","https://groups.google.com./g/net.motss/c/FdKC5_MQfkE",1984-11-21,14,"netmotss"
"NG02_TH00516","TH00516","NG02","Ronald Reagan's homophobic career: addition","https://groups.google.com./g/net.motss/c/CWylJ1OOWG4",1984-11-19,1,"netmotss"
"NG02_TH00515","TH00515","NG02","Texas Gay Rodeo","https://groups.google.com./g/net.motss/c/2j7Ee982cxQ",1984-11-19,1,"netmotss"
"NG02_TH00514","TH00514","NG02","Aids: Auch Frauen gefaehrdet (German)","https://groups.google.com./g/net.motss/c/u7nARxfU1MM",1984-11-18,1,"netmotss"
"NG02_TH00513","TH00513","NG02","Client Rights and Wrongs","https://groups.google.com./g/net.motss/c/qTEPCDdSxcM",1984-11-16,2,"netmotss"
"NG02_TH00512","TH00512","NG02","Jason's ""Gay Satire""","https://groups.google.com./g/net.motss/c/-QTiWJC5-Q8",1984-11-15,5,"netmotss"
"NG02_TH00511","TH00511","NG02","Article from ""Weekly World News""","https://groups.google.com./g/net.motss/c/iWzX-bXx6jg",1984-11-14,2,"netmotss"
"NG02_TH00510","TH00510","NG02","Ronald Reagan's Homophobic Career","https://groups.google.com./g/net.motss/c/h_EAdo79dgg",1984-11-14,19,"netmotss"
"NG02_TH00509","TH00509","NG02","Massachusetts laws and court cases related to lesbians and gays (LONG!!!)","https://groups.google.com./g/net.motss/c/Uxy1u3V5evw",1984-11-13,1,"netmotss"
"NG02_TH00508","TH00508","NG02","GAY SATIRE FOR GAYS BUT ALL ARE WELCOME","https://groups.google.com./g/net.motss/c/TtQ_bkIId4w",1984-11-12,4,"netmotss"
"NG02_TH00507","TH00507","NG02","Satire (the Gay one) (oh no.. not the G word!)","https://groups.google.com./g/net.motss/c/oeuTngmnowc",1984-11-11,1,"netmotss"
"NG02_TH00506","TH00506","NG02","research questionnaire on lesbians coming out -- help a grad student!","https://groups.google.com./g/net.motss/c/hiCsibc_kWM",1984-11-10,2,"netmotss"
"NG02_TH00505","TH00505","NG02","As Steve Martin Would Say, ""Exccuuuuuussssseeee ME!""","https://groups.google.com./g/net.motss/c/0rhiBizlf5Q",1984-11-10,1,"netmotss"
"NG02_TH00504","TH00504","NG02","Jason's ""Gay Satire"", addition","https://groups.google.com./g/net.motss/c/DmFMfkIgb50",1984-11-09,1,"netmotss"
"NG02_TH00503","TH00503","NG02","Ronald Reagan's Homophobic Career: III","https://groups.google.com./g/net.motss/c/G0RBe4yqWfU",1984-11-08,5,"netmotss"
"NG02_TH00502","TH00502","NG02","Brothers","https://groups.google.com./g/net.motss/c/I-24MlArsus",1984-11-08,1,"netmotss"
"NG02_TH00501","TH00501","NG02","Times of Harvey Milk","https://groups.google.com./g/net.motss/c/K4-EOQwJSRM",1984-11-08,1,"netmotss"
"NG02_TH00500","TH00500","NG02","Corrupting Youth","https://groups.google.com./g/net.motss/c/LaGhnAaH52I",1984-11-08,11,"netmotss"
"NG02_TH00499","TH00499","NG02","Equal Rights.","https://groups.google.com./g/net.motss/c/0Qfwj1OI-sQ",1984-11-08,1,"netmotss"
"NG02_TH00498","TH00498","NG02","Forwarded anonymous posting","https://groups.google.com./g/net.motss/c/oxAdktQ6qds",1984-11-06,2,"netmotss"
"NG02_TH00497","TH00497","NG02","More ""Gay Rights""","https://groups.google.com./g/net.motss/c/tWnkdARvYGg",1984-11-06,3,"netmotss"
"NG02_TH00496","TH00496","NG02","Ronald Reagan's homophobic career: V","https://groups.google.com./g/net.motss/c/kfKdT83dZUs",1984-11-06,2,"netmotss"
"NG02_TH00495","TH00495","NG02","Corrupting youth: Conservative [sic.] Campus Tabloids","https://groups.google.com./g/net.motss/c/5TL918OSLVs",1984-11-05,14,"netmotss"
"NG02_TH00494","TH00494","NG02","Corrupting youth con't","https://groups.google.com./g/net.motss/c/6Wd5cROoIzg",1984-11-05,10,"netmotss"
"NG02_TH00493","TH00493","NG02","To Sophie Quigley!","https://groups.google.com./g/net.motss/c/c0BqFKJk8JY",1984-11-05,2,"netmotss"
"NG02_TH00492","TH00492","NG02","Ronald Reagan's Homophobic Career: VII","https://groups.google.com./g/net.motss/c/-SGgmm7cFc8",1984-11-05,1,"netmotss"
"NG02_TH00491","TH00491","NG02","Anybody Interested?","https://groups.google.com./g/net.motss/c/VEDkKemebjc",1984-11-05,1,"netmotss"
"NG02_TH00490","TH00490","NG02","Sources needed for paper","https://groups.google.com./g/net.motss/c/PeCQfxV_t3E",1984-11-05,1,"netmotss"
"NG02_TH00489","TH00489","NG02","Milo's Dogmatic Reply to ``Reagan's Homophobic Career''","https://groups.google.com./g/net.motss/c/urTMB9ikUCU",1984-11-05,1,"netmotss"
"NG02_TH00488","TH00488","NG02","Cambridge Human Rights Ordinance (LONG!!!)","https://groups.google.com./g/net.motss/c/XvkNpL16n4g",1984-11-05,1,"netmotss"
"NG02_TH00487","TH00487","NG02","The Times of Harvey Milk","https://groups.google.com./g/net.motss/c/soFzs44eSlg",1984-11-04,2,"netmotss"
"NG02_TH00486","TH00486","NG02","To David Canzi (law scholar).","https://groups.google.com./g/net.motss/c/PNX-ypRmuVg",1984-11-04,1,"netmotss"
"NG02_TH00485","TH00485","NG02","Dartmouth Review - Followup","https://groups.google.com./g/net.motss/c/ivpO2c1TwiY",1984-11-04,1,"netmotss"
"NG02_TH00484","TH00484","NG02","Ronald Reagan's Homophobic Career: IV","https://groups.google.com./g/net.motss/c/39NZWNlWo1Q",1984-11-04,5,"netmotss"
"NG02_TH00483","TH00483","NG02","eat hot bits, Brunson","https://groups.google.com./g/net.motss/c/Z-JSwJgkfvQ",1984-11-04,1,"netmotss"
"NG02_TH00482","TH00482","NG02","Brothers","https://groups.google.com./g/net.motss/c/CM18GU_iu3E",1984-11-02,1,"netmotss"
"NG02_TH00481","TH00481","NG02","A Little Lite (perhaps silly) Humor ;-} :-) 8-)","https://groups.google.com./g/net.motss/c/js1xkNWyf3k",1984-11-02,1,"netmotss"
"NG02_TH00480","TH00480","NG02","""Gay Rights"": A conflict of values","https://groups.google.com./g/net.motss/c/aiCVHBe3v3U",1984-11-01,2,"netmotss"
"NG02_TH00479","TH00479","NG02","A Gay Flame","https://groups.google.com./g/net.motss/c/ZD4TEEejyYA",1984-10-30,1,"netmotss"
"NG02_TH00478","TH00478","NG02","Dartmouth and National Reviews","https://groups.google.com./g/net.motss/c/Z_XOUeqzGzU",1984-10-29,1,"netmotss"
"NG02_TH00477","TH00477","NG02","Big Boys and mod.motss","https://groups.google.com./g/net.motss/c/kAIOxEzuHU8",1984-10-29,1,"netmotss"
"NG02_TH00476","TH00476","NG02","Law and Legal Precedent","https://groups.google.com./g/net.motss/c/fzZd7CXANHs",1984-10-28,4,"netmotss"
"NG02_TH00475","TH00475","NG02","Ronald Reagan's Homophobic Career: II","https://groups.google.com./g/net.motss/c/PLqd0zwPttU",1984-10-27,2,"netmotss"
"NG02_TH00474","TH00474","NG02","Gay Rights","https://groups.google.com./g/net.motss/c/BW6IyLYQZIU",1984-10-27,50,"netmotss"
"NG02_TH00473","TH00473","NG02","Texas Gay Rodeo","https://groups.google.com./g/net.motss/c/a3Zmm0n3pOk",1984-10-25,2,"netmotss"
"NG02_TH00472","TH00472","NG02","Goy Extraordinaire","https://groups.google.com./g/net.motss/c/qJDGIhira3c",1984-10-24,2,"netmotss"
"NG02_TH00471","TH00471","NG02","Big Boys and mod.motss","https://groups.google.com./g/net.motss/c/SbyP6eoZW_Q",1984-10-24,1,"netmotss"
"NG02_TH00470","TH00470","NG02","I've Said it Before and I'll Say it Again","https://groups.google.com./g/net.motss/c/98hMgaDGPyI",1984-10-24,1,"netmotss"
"NG02_TH00469","TH00469","NG02","Around the World","https://groups.google.com./g/net.motss/c/GHn9-9rOpQk",1984-10-24,1,"netmotss"
"NG02_TH00468","TH00468","NG02","Attention Tufts Alumnae/i!","https://groups.google.com./g/net.motss/c/d_TfiXllXV0",1984-10-23,1,"netmotss"
"NG02_TH00467","TH00467","NG02","Re. mod.motss proposal","https://groups.google.com./g/net.motss/c/rNc_SQPSzZE",1984-10-23,3,"netmotss"
"NG02_TH00466","TH00466","NG02","Reply to Andy Gerber","https://groups.google.com./g/net.motss/c/2xeHhMOv_M8",1984-10-23,2,"netmotss"
"NG02_TH00465","TH00465","NG02","Brooke","https://groups.google.com./g/net.motss/c/UBV10UXwW9U",1984-10-22,1,"netmotss"
"NG02_TH00464","TH00464","NG02","Sure","https://groups.google.com./g/net.motss/c/nmjNhJ9j7-I",1984-10-22,1,"netmotss"
"NG02_TH00463","TH00463","NG02","10","https://groups.google.com./g/net.motss/c/U6t1F1tOV1o",1984-10-22,1,"netmotss"
"NG02_TH00462","TH00462","NG02","""Selections"" vs. ""Moderated"" newsgroups -- a proposal","https://groups.google.com./g/net.motss/c/8sUiZTUJbRk",1984-10-19,1,"netmotss"
"NG02_TH00461","TH00461","NG02","mod.motss","https://groups.google.com./g/net.motss/c/a3sQ7_ItTPE",1984-10-18,8,"netmotss"
"NG02_TH00460","TH00460","NG02","Boswell shows ""the bible says it's so"" -- Part 3","https://groups.google.com./g/net.motss/c/5FR7qTEJnNs",1984-10-18,1,"netmotss"
"NG02_TH00459","TH00459","NG02","Atheism and Tolerance","https://groups.google.com./g/net.motss/c/FQaB-c8afao",1984-10-17,6,"netmotss"
"NG02_TH00458","TH00458","NG02","Required readings.","https://groups.google.com./g/net.motss/c/0zMZvdjXimU",1984-10-16,3,"netmotss"
"NG02_TH00457","TH00457","NG02","What's Wrong With It?","https://groups.google.com./g/net.motss/c/VTsI8Ct1vSA",1984-10-15,1,"netmotss"
"NG02_TH00456","TH00456","NG02","When opportunity knocks ...","https://groups.google.com./g/net.motss/c/RbhJQr8gQFI",1984-10-12,6,"netmotss"
"NG02_TH00455","TH00455","NG02","To: Sdyer; Social Director on the Titanic","https://groups.google.com./g/net.motss/c/rydVysGNIA4",1984-10-12,1,"netmotss"
"NG02_TH00454","TH00454","NG02","Re on the direction of net.motss","https://groups.google.com./g/net.motss/c/jaYqqWijNJ0",1984-10-12,5,"netmotss"
"NG02_TH00453","TH00453","NG02","New documentary coming","https://groups.google.com./g/net.motss/c/R3gOHjoD1X4",1984-10-12,1,"netmotss"
"NG02_TH00452","TH00452","NG02","Form and Substance","https://groups.google.com./g/net.motss/c/AVJqUjGjk4s",1984-10-12,4,"netmotss"
"NG02_TH00451","TH00451","NG02","To Byron H., Ken's (re)butt!","https://groups.google.com./g/net.motss/c/LoRL9nnjJRs",1984-10-11,2,"netmotss"
"NG02_TH00450","TH00450","NG02","FYI-to .kids after Jym's paranoia","https://groups.google.com./g/net.motss/c/umrLj5Qg0mg",1984-10-11,1,"netmotss"
"NG02_TH00449","TH00449","NG02","And now for something completely different.","https://groups.google.com./g/net.motss/c/WNUeZDaKwmE",1984-10-11,7,"netmotss"
"NG02_TH00448","TH00448","NG02","nightlife etc.","https://groups.google.com./g/net.motss/c/PpmoYML0wos",1984-10-11,1,"netmotss"
"NG02_TH00447","TH00447","NG02","Reply to Byron Howes","https://groups.google.com./g/net.motss/c/pWOF91ChVLI",1984-10-11,2,"netmotss"
"NG02_TH00446","TH00446","NG02","Hormone markers for homosexuality?","https://groups.google.com./g/net.motss/c/JTUD3kj4uSE",1984-10-10,2,"netmotss"
"NG02_TH00445","TH00445","NG02","Scientists study Flaming","https://groups.google.com./g/net.motss/c/CGqLDOw6fkY",1984-10-10,1,"netmotss"
"NG02_TH00444","TH00444","NG02","1st posting to mod.motss","https://groups.google.com./g/net.motss/c/KfvJw5jESl4",1984-10-10,1,"netmotss"
"NG02_TH00443","TH00443","NG02","wheaties","https://groups.google.com./g/net.motss/c/TcfciUXH4wo",1984-10-09,1,"netmotss"
"NG02_TH00442","TH00442","NG02","No wonder my forehead sweats.","https://groups.google.com./g/net.motss/c/4DUQYv2RIEg",1984-10-09,1,"netmotss"
"NG02_TH00441","TH00441","NG02","suggestion","https://groups.google.com./g/net.motss/c/VkYmDb1F1NU",1984-10-08,2,"netmotss"
"NG02_TH00440","TH00440","NG02","One Vote for a Moderated Newsgroup","https://groups.google.com./g/net.motss/c/i_XoFyO46Yk",1984-10-08,1,"netmotss"
"NG02_TH00439","TH00439","NG02","One Last Flame at Arndt","https://groups.google.com./g/net.motss/c/0MNdh2nAmo4",1984-10-07,3,"netmotss"
"NG02_TH00438","TH00438","NG02","Logical Arguments","https://groups.google.com./g/net.motss/c/pzfy4b764CM",1984-10-07,3,"netmotss"
"NG02_TH00437","TH00437","NG02","Around the world; Bolt, et.al. question.","https://groups.google.com./g/net.motss/c/Jowy9LNcALc",1984-10-07,4,"netmotss"
"NG02_TH00436","TH00436","NG02","Thank you Rich Brower","https://groups.google.com./g/net.motss/c/ivnZ4O8ipz8",1984-10-06,1,"netmotss"
"NG02_TH00435","TH00435","NG02","Brothers","https://groups.google.com./g/net.motss/c/kyNNwwwxkW0",1984-10-06,2,"netmotss"
"NG02_TH00434","TH00434","NG02","Big Boys Wheaties posters","https://groups.google.com./g/net.motss/c/zU04IlvZHsY",1984-10-06,1,"netmotss"
"NG02_TH00433","TH00433","NG02","Re. Gay Pol/Soc groups in LA","https://groups.google.com./g/net.motss/c/XoWkYhkzedc",1984-10-06,2,"netmotss"
"NG02_TH00432","TH00432","NG02","Reply to Andy Gerber","https://groups.google.com./g/net.motss/c/UU4sxMjJ3X8",1984-10-06,1,"netmotss"
"NG02_TH00431","TH00431","NG02","Reply to Byron Howes","https://groups.google.com./g/net.motss/c/5io-7FwBU1E",1984-10-06,1,"netmotss"
